Marking,"CAT","STIG Id","Group Id","Group Title","Rule Id","Rule Title","Check","Fix","Discussion","CCIs"
(CUI),"CAT 2","CNTR-K8-001520","V-242430","SRG-APP-000219-CTR-000550","SV-242430r1043178_rule","Kubernetes etcd must have a certificate for communication.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i etcd-certfile * 

If the setting ""--etcd-certfile"" is not set in the Kubernetes API Server manifest file, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--etcd-certfile"" to the certificate to be used for communication with etcd.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control the Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter ""--etcd-certfile"" must be set. This parameter gives the location of the SSL certification file used to secure etcd communication.","001184"
(CUI),"CAT 2","CNTR-K8-001530","V-242431","SRG-APP-000219-CTR-000550","SV-242431r1043178_rule","Kubernetes etcd must have a key file for secure communication.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i etcd-keyfile * 

If the setting ""--etcd-keyfile"" is not configured in the Kubernetes API Server manifest file, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--etcd-keyfile"" to the certificate to be used for communication with etcd.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control a Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter ""--etcd-keyfile"" must be set. This parameter gives the location of the key file used to secure etcd communication.","001184"
(CUI),"CAT 2","CNTR-K8-001540","V-242432","SRG-APP-000219-CTR-000550","SV-242432r1043178_rule","Kubernetes etcd must have peer-cert-file set for secure communication.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i peer-cert-file * 

If the setting ""peer-cert-file"" is not configured in the Kubernetes etcd manifest file, this is a finding.","Edit the Kubernetes etcd manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--peer-cert-file"" to the certificate to be used for communication with etcd.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control the Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter peer-cert-file must be set. This parameter gives the location of the SSL certification file used to secure etcd communication.","001184"
(CUI),"CAT 2","CNTR-K8-001550","V-242433","SRG-APP-000219-CTR-000550","SV-242433r1043178_rule","Kubernetes etcd must have a peer-key-file set for secure communication.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i peer-key-file *

If the setting ""peer-key-file"" is not set in the Kubernetes etcd manifest file, this is a finding.","Edit the Kubernetes etcd manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--peer-key-file"" to the certificate to be used for communication with etcd.","Kubernetes stores configuration and state information in a distributed key-value store called etcd. Anyone who can write to etcd can effectively control a Kubernetes cluster. Even just reading the contents of etcd could easily provide helpful hints to a would-be attacker. Using authenticity protection, the communication can be protected against man-in-the-middle attacks/session hijacking and the insertion of false information into sessions.

The communication session is protected by utilizing transport encryption protocols, such as TLS. TLS provides the Kubernetes API Server and etcd with a means to be able to authenticate sessions and encrypt traffic. 

To enable encrypted communication for etcd, the parameter peer-key-file must be set. This parameter gives the location of the SSL certification file used to secure etcd communication.","001184"
(CUI),"CAT 1","CNTR-K8-001620","V-242434","SRG-APP-000233-CTR-000585","SV-242434r961131_rule","Kubernetes Kubelet must enable kernel protection.","On the Control Plane, run the command:
ps -ef | grep kubelet

If the ""--protect-kernel-defaults"" option exists, this is a finding.

Note the path to the config file (identified by --config).

Run the command:
grep -i protectKernelDefaults <path_to_config_file>

If the setting ""protectKernelDefaults"" is not set or is set to false, this is a finding.","On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""--protect-kernel-defaults"" option if present.

Note the path to the Kubernetes Kubelet config file (identified by --config).

Edit the Kubernetes Kubelet config file: 
Set ""protectKernelDefaults"" to ""true"". 

Restart the kubelet service using the following command:
systemctl daemon-reload && systemctl restart kubelet","System kernel is responsible for memory, disk, and task management. The kernel provides a gateway between the system hardware and software. Kubernetes requires kernel access to allocate resources to the Control Plane. Threat actors that penetrate the system kernel can inject malicious code or hijack the Kubernetes architecture. It is vital to implement protections through Kubernetes components to reduce the attack surface.","001084"
(CUI),"CAT 1","CNTR-K8-002000","V-242436","SRG-APP-000342-CTR-000775","SV-242436r961359_rule","The Kubernetes API server must have the ValidatingAdmissionWebhook enabled.","Prior to version 1.21, to enforce security policiesPod Security Policies (psp) were used. Those are now deprecated and will be removed from version 1.25.

Migrate from PSP to PSA:
https://kubernetes.io/docs/tasks/configure-pod-container/migrate-from-psp/ 

Pre-version 1.25 Check:
Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i ValidatingAdmissionWebhook * 

If a line is not returned that includes enable-admission-plugins and ValidatingAdmissionWebhook, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the argument ""--enable-admission-plugins"" to include ""ValidatingAdmissionWebhook"".  Each enabled plugin is separated by commas.

Note: It is best to implement policies first and then enable the webhook, otherwise a denial of service may occur.","Enabling the admissions webhook allows for Kubernetes to apply policies against objects that are to be created, read, updated, or deleted. By applying a pod security policy, control can be given to not allow images to be instantiated that run as the root user. If pods run as the root user, the pod then has root privileges to the host system and all the resources it has. An attacker can use this to attack the Kubernetes cluster. By implementing a policy that does not allow root or privileged pods, the pod users are limited in what the pod can do and access.","002263"
(CUI),"CAT 1","CNTR-K8-002010","V-242437","SRG-APP-000342-CTR-000775","SV-242437r961359_rule","Kubernetes must have a pod security policy set.","Prior to version 1.21, to enforce security policiesPod Security Policies (psp) were used. Those are now deprecated and will be removed from version 1.25.

Migrate from PSP to PSA:
https://kubernetes.io/docs/tasks/configure-pod-container/migrate-from-psp/ 

Pre-version 1.25 Check:
On the Control Plane, run the command:
kubectl get podsecuritypolicy

If there is no pod security policy configured, this is a finding. 

For any pod security policies listed, edit the policy with the command:
kubectl edit podsecuritypolicy policyname
(Note: ""policyname"" is the name of the policy.)

Review the runAsUser, supplementalGroups and fsGroup sections of the policy.

If any of these sections are missing, this is a finding.

If the rule within the runAsUser section is not set to ""MustRunAsNonRoot"", this is a finding.

If the ranges within the supplementalGroups section has min set to ""0"" or min is missing, this is a finding.

If the ranges within the fsGroup section has a min set to ""0"" or the min is missing, this is a finding.","From the Control Plane, save the following policy to a file called restricted.yml.

apiVersion: policy/v1beta1
kind: PodSecurityPolicy
metadata:
name: restricted
annotations:
apparmor.security.beta.kubernetes.io/allowedProfileNames: 'runtime/default',
seccomp.security.alpha.kubernetes.io/defaultProfileName: 'runtime/default',
apparmor.security.beta.kubernetes.io/defaultProfileName: 'runtime/default'
spec:
privileged: false
# Required to prevent escalations to root.
allowPrivilegeEscalation: false
# This is redundant with non-root + disallow privilege escalation,
# but we can provide it for defense in depth.
requiredDropCapabilities:
- ALL
# Allow core volume types.
volumes:
- 'configMap'
- 'emptyDir'
- 'projected'
- 'secret'
- 'downwardAPI'
# Assume that persistentVolumes set up by the cluster admin are safe to use.
- 'persistentVolumeClaim'
hostNetwork: false
hostIPC: false
hostPID: false
runAsUser:
# Require the container to run without root privileges.
rule: 'MustRunAsNonRoot'
seLinux:
# This policy assumes the nodes are using AppArmor rather than SELinux.
rule: 'RunAsAny'
supplementalGroups:
rule: 'MustRunAs'
ranges:
# Forbid adding the root group.
- min: 1
max: 65535
fsGroup:
rule: 'MustRunAs'
ranges:
# Forbid adding the root group.
- min: 1
max: 65535
readOnlyRootFilesystem: false

To implement the policy, run the command:
kubectl create -f restricted.yml","Enabling the admissions webhook allows for Kubernetes to apply policies against objects that are to be created, read, updated, or deleted. By applying a pod security policy, control can be given to not allow images to be instantiated that run as the root user. If pods run as the root user, the pod then has root privileges to the host system and all the resources it has. An attacker can use this to attack the Kubernetes cluster. By implementing a policy that does not allow root or privileged pods, the pod users are limited in what the pod can do and access.","002263"
(CUI),"CAT 2","CNTR-K8-002600","V-242438","SRG-APP-000435-CTR-001070","SV-242438r961620_rule","Kubernetes API Server must configure timeouts to limit attack surface.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -I request-timeout * 

If Kubernetes API Server manifest file does not exist, this is a finding. 

If the setting ""--request-timeout"" is set to ""0"" in the Kubernetes API Server manifest file, or is not configured this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--request-timeout"" greater than ""0"".","Kubernetes API Server request timeouts sets the duration a request stays open before timing out. Since the API Server is the central component in the Kubernetes Control Plane, it is vital to protect this service. If request timeouts were not set, malicious attacks or unwanted activities might affect multiple deployments across different applications or environments. This might deplete all resources from the Kubernetes infrastructure causing the information system to go offline. The ""--request-timeout"" value must never be set to ""0"". This disables the request-timeout feature. (By default, the ""--request-timeout"" is set to ""1 minute"".)","002415"
(CUI),"CAT 2","CNTR-K8-002700","V-242442","SRG-APP-000454-CTR-001110","SV-242442r1188293_rule","Kubernetes must remove old components after updated versions have been installed.","To view all pods and the images used to create the pods, from the Control Plane, run the following command:
kubectl get pods --all-namespaces -o jsonpath=""{..image}"" | \
tr -s '[[:space:]]' '\n' | \
sort | \
uniq -c

Review the images used for pods running within Kubernetes.

If there are multiple versions of the same image, this is a finding.","Remove any old pods that are using older images. On the Control Plane, run the command:
kubectl delete pod podname
(Note: ""podname"" is the name of the pod to delete.)","Previous versions of Kubernetes components that are not removed after updates have been installed may be exploited by adversaries by allowing the vulnerabilities to still exist within the cluster. It is important for Kubernetes to remove old pods when newer pods are created using new images to always be at the desired security state.","002617"
(CUI),"CAT 2","CNTR-K8-002720","V-242443","SRG-APP-000456-CTR-001125","SV-242443r1137649_rule","Kubernetes must contain the latest updates as authorized by IAVMs, CTOs, DTMs, and STIGs.","Authenticate on the Kubernetes Control Plane. Run the command:
kubectl version --short

If kubectl version has a setting not supporting Kubernetes skew policy, this is a finding.

Note: Kubernetes Skew Policy can be found at: https://kubernetes.io/docs/setup/release/version-skew-policy/#supported-versions","Upgrade Kubernetes to the supported version. Institute and adhere to the policies and procedures to ensure that patches are consistently applied within the time allowed.","Kubernetes software must stay up to date with the latest patches, service packs, and hot fixes. Not updating the Kubernetes control plane will expose the organization to vulnerabilities.

Flaws discovered during security assessments, continuous monitoring, incident response activities, or information system error handling must also be addressed expeditiously. 

Organization-defined time periods for updating security-relevant container platform components may vary based on a variety of factors including, for example, the security category of the information system or the criticality of the update (i.e., severity of the vulnerability related to the discovered flaw). 

This requirement will apply to software patch management solutions that are used to install patches across the enclave and also to applications themselves that are not part of that patch management solution. For example, many browsers today provide the capability to install their own patch software. Patch criticality, as well as system criticality will vary. Therefore, the tactical situations regarding the patch management process will also vary. This means that the time period utilized must be a configurable parameter. Time frames for application of security-relevant software updates may be dependent upon the IAVM process.

The container platform components will be configured to check for and install security-relevant software updates within an identified time period from the availability of the update. The container platform registry will ensure the images are current. The specific time period will be defined by an authoritative source (e.g., IAVM, CTOs, DTMs, and STIGs).","002635"
(CUI),"CAT 2","CNTR-K8-003110","V-242444","SRG-APP-000516-CTR-001325","SV-242444r961863_rule","The Kubernetes component manifests must be owned by root.","Review the ownership of the Kubernetes manifests files by using the command:

stat -c %U:%G /etc/kubernetes/manifests/* | grep -v root:root

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the manifest files to root: root by executing the command:

chown root:root /etc/kubernetes/manifests/*","The Kubernetes manifests are those files that contain the arguments and settings for the Control Plane services. These services are etcd, the api server, controller, proxy, and scheduler. If these files can be changed, the scheduler will be implementing the changes immediately. Many of the security settings within the document are implemented through these manifests.","000366"
(CUI),"CAT 2","CNTR-K8-003120","V-242445","SRG-APP-000516-CTR-001325","SV-242445r961863_rule","The Kubernetes component etcd must be owned by etcd.","Review the ownership of the Kubernetes etcd files by using the command:

stat -c %U:%G /var/lib/etcd/* | grep -v etcd:etcd

If the command returns any non etcd:etcd file permissions, this is a finding.","Change the ownership of the manifest files to etcd:etcd by executing the command:

chown etcd:etcd /var/lib/etcd/*","The Kubernetes etcd key-value store provides a way to store data to the Control Plane. If these files can be changed, data to API object and the Control Plane would be compromised. The scheduler will implement the changes immediately. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003130","V-242446","SRG-APP-000516-CTR-001325","SV-242446r961863_rule","The Kubernetes conf files must be owned by root.","Review the Kubernetes conf files by using the command:

stat -c %U:%G /etc/kubernetes/admin.conf | grep -v root:root
stat -c %U:%G /etc/kubernetes/scheduler.conf | grep -v root:root
stat -c %U:%G /etc/kubernetes/controller-manager.conf | grep -v root:root

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the conf files to root: root by executing the command:

chown root:root /etc/kubernetes/admin.conf 
chown root:root /etc/kubernetes/scheduler.conf 
chown root:root /etc/kubernetes/controller-manager.conf","The Kubernetes conf files contain the arguments and settings for the Control Plane services. These services are controller and scheduler. If these files can be changed, the scheduler will be implementing the changes immediately. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003140","V-242447","SRG-APP-000516-CTR-001325","SV-242447r961863_rule","The Kubernetes Kube Proxy kubeconfig must have file permissions set to 644 or more restrictive.","Check if Kube-Proxy is running and obtain --kubeconfig parameter use the following command:
ps -ef | grep kube-proxy

If Kube-Proxy exists:
Review the permissions of the Kubernetes Kube Proxy by using the command:
stat -c %a <location from --kubeconfig>

If the file has permissions more permissive than ""644"", this is a finding.","Change the permissions of the Kube Proxy to ""644"" by executing the command:

chmod 644 <location from kubeconfig>.","The Kubernetes Kube Proxy kubeconfig contain the argument and setting for the Control Planes. These settings contain network rules for restricting network communication between pods, clusters, and networks. If these files can be changed, data traversing between the Kubernetes Control Panel components would be compromised. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003150","V-242448","SRG-APP-000516-CTR-001325","SV-242448r961863_rule","The Kubernetes Kube Proxy kubeconfig must be owned by root.","Check if Kube-Proxy is running use the following command:
ps -ef | grep kube-proxy

If Kube-Proxy exists:
Review the permissions of the Kubernetes Kube Proxy by using the command:
stat -c   %U:%G <location from --kubeconfig>| grep -v root:root

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the Kube Proxy to root:root by executing the command:

chown root:root <location from kubeconfig>.","The Kubernetes Kube Proxy kubeconfig contain the argument and setting for the Control Planes. These settings contain network rules for restricting network communication between pods, clusters, and networks. If these files can be changed, data traversing between the Kubernetes Control Panel components would be compromised. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003160","V-242449","SRG-APP-000516-CTR-001325","SV-242449r961863_rule","The Kubernetes Kubelet certificate authority file must have file permissions set to 644 or more restrictive.","On the Control Plane, run the command:
ps -ef | grep kubelet

If the ""--client-ca-file"" option exists, this is a finding. 

Note the path to the config file (identified by --config).

Run the command:
grep -i clientCAFile <path_to_config_file>

Note the path to the client ca file.

Run the command:
stat -c %a <path_to_client_ca_file>

If the client ca file has permissions more permissive than ""644"", this is a finding.","On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""--client-ca-file"" option.

Note the path to the config file (identified by --config).

Run the command:
grep -i clientCAFile <path_to_config_file>

Note the path to the client ca file.

Run the command:
chmod 644 <path_to_client_ca_file>","The Kubernetes kubelet certificate authority file contains settings for the Kubernetes Node TLS certificate authority. Any request presenting a client certificate signed by one of the authorities in the client-ca-file is authenticated with an identity corresponding to the CommonName of the client certificate. If this file can be changed, the Kubernetes architecture could be compromised. The scheduler will implement the changes immediately. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003170","V-242450","SRG-APP-000516-CTR-001325","SV-242450r961863_rule","The Kubernetes Kubelet certificate authority must be owned by root.","On the Control Plane, run the command:
ps -ef | grep kubelet

If the ""client-ca-file"" option exists, this is a finding. 

Note the path to the config file (identified by --config).

Run the command:
grep -i clientCAFile <path_to_config_file>

Note the path to the client ca file.

Run the command:
stat -c %U:%G <path_to_client_ca_file>

If the command returns any non root:root file permissions, this is a finding.","On the Control Plane, run the command:
ps -ef | grep kubelet

Remove the ""client-ca-file"" option.

Note the path to the config file (identified by --config).

Run the command:
grep -i clientCAFile <path_to_config_file>

Note the path to the client ca file.

Run the command:
chown root:root <path_to_client_ca_file>","The Kubernetes kube proxy kubeconfig contain the argument and setting for the Control Planes. These settings contain network rules for restricting network communication between pods, clusters, and networks. If these files can be changed, data traversing between the Kubernetes Control Panel components would be compromised. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003180","V-242451","SRG-APP-000516-CTR-001325","SV-242451r961863_rule","The Kubernetes component PKI must be owned by root.","Review the PKI files in Kubernetes by using the command:

ls -laR /etc/kubernetes/pki/

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the PKI to root: root by executing the command:

chown -R root:root /etc/kubernetes/pki/","The Kubernetes PKI directory contains all certificates (.crt files) supporting secure network communications in the Kubernetes Control Plane. If these files can be modified, data traversing within the architecture components would become unsecure and compromised. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003190","V-242452","SRG-APP-000516-CTR-001325","SV-242452r961863_rule","The Kubernetes kubelet KubeConfig must have file permissions set to 644 or more restrictive.","Review the permissions of the Kubernetes Kubelet conf by using the command:

stat -c %a  /etc/kubernetes/kubelet.conf

If any of the files are have permissions more permissive than ""644"", this is a finding.","Change the permissions of the Kubelet to ""644"" by executing the command:

chmod 644 /etc/kubernetes/kubelet.conf","The Kubernetes kubelet agent registers nodes with the API Server, mounts volume storage for pods, and performs health checks to containers within pods. If these files can be modified, the information system would be unaware of pod or container degradation. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003200","V-242453","SRG-APP-000516-CTR-001325","SV-242453r961863_rule","The Kubernetes kubelet KubeConfig file must be owned by root.","Review the Kubernetes Kubelet conf files by using the command:

stat -c %U:%G /etc/kubernetes/kubelet.conf| grep -v root:root

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the kubelet.conf to root: root by executing the command:

chown root:root /etc/kubernetes/kubelet.conf","The Kubernetes kubelet agent registers nodes with the API server and performs health checks to containers within pods. If these files can be modified, the information system would be unaware of pod or container degradation. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003210","V-242454","SRG-APP-000516-CTR-001325","SV-242454r961863_rule","The Kubernetes kubeadm.conf must be owned by root.","Review the Kubeadm.conf file :

Get the path for Kubeadm.conf by running: 
sytstemctl status kubelet

Note the configuration file installed by the kubeadm is written to 
(Default Location: /etc/systemd/system/kubelet.service.d/10-kubeadm.conf)
stat -c %U:%G <kubeadm.conf path> | grep -v root:root

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the kubeadm.conf to root: root by executing the command:

chown root:root <kubeadm.conf path>","The Kubernetes kubeeadm.conf contains sensitive information regarding the cluster nodes configuration. If this file can be modified, the Kubernetes Platform Plane would be degraded or compromised for malicious intent. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003220","V-242455","SRG-APP-000516-CTR-001325","SV-242455r961863_rule","The Kubernetes kubeadm.conf must have file permissions set to 644 or more restrictive.","Review the kubeadm.conf file :

Get the path for kubeadm.conf by running:
systemctl status kubelet

Note the configuration file installed by the kubeadm is written to
(Default Location: /etc/systemd/system/kubelet.service.d/10-kubeadm.conf)
stat -c %a  <kubeadm.conf path>

If the file has permissions more permissive than ""644"", this is a finding.","Change the permissions of kubeadm.conf to ""644"" by executing the command:

chmod 644 <kubeadm.conf path>","The Kubernetes kubeadm.conf contains sensitive information regarding the cluster nodes configuration. If this file can be modified, the Kubernetes Platform Plane would be degraded or compromised for malicious intent. Many of the security settings within the document are implemented through this file.","000366"
(CUI),"CAT 2","CNTR-K8-003230","V-242456","SRG-APP-000516-CTR-001330","SV-242456r961863_rule","The Kubernetes kubelet config must have file permissions set to 644 or more restrictive.","Review the permissions of the Kubernetes config.yaml by using the command:

stat -c %a /var/lib/kubelet/config.yaml

If any of the files are have permissions more permissive than ""644"", this is a finding.","Change the permissions of the config.yaml to ""644"" by executing the command:

chmod 644 /var/lib/kubelet/config.yaml","The Kubernetes kubelet agent registers nodes with the API server and performs health checks to containers within pods. If this file can be modified, the information system would be unaware of pod or container degradation.","000366"
(CUI),"CAT 2","CNTR-K8-003240","V-242457","SRG-APP-000516-CTR-001330","SV-242457r961863_rule","The Kubernetes kubelet config must be owned by root.","Review the Kubernetes Kubeadm kubelet conf file by using the command:

stat -c %U:%G /var/lib/kubelet/config.yaml| grep -v root:root

If the command returns any non root:root file permissions, this is a finding.","Change the ownership of the kubelet config to ""root: root"" by executing the command:

chown root:root /var/lib/kubelet/config.yaml","The Kubernetes kubelet agent registers nodes with the API Server and performs health checks to containers within pods. If this file can be modified, the information system would be unaware of pod or container degradation.","000366"
(CUI),"CAT 2","CNTR-K8-003260","V-242459","SRG-APP-000516-CTR-001335","SV-242459r961863_rule","The Kubernetes etcd must have file permissions set to 644 or more restrictive.","Review the permissions of the Kubernetes etcd by using the command:

ls -AR /var/lib/etcd/*

If any of the files have permissions more permissive than ""644"", this is a finding.","Change the permissions of the manifest files to ""644"" by executing the command:

chmod -R 644 /var/lib/etcd/*","The Kubernetes etcd key-value store provides a way to store data to the Control Plane. If these files can be changed, data to API object and Control Plane would be compromised.","000366"
(CUI),"CAT 2","CNTR-K8-003270","V-242460","SRG-APP-000516-CTR-001335","SV-242460r961863_rule","The Kubernetes admin kubeconfig must have file permissions set to 644 or more restrictive.","Review the permissions of the Kubernetes config files by using the command:

stat -c %a /etc/kubernetes/admin.conf
stat -c %a /etc/kubernetes/scheduler.conf
stat -c %a /etc/kubernetes/controller-manager.conf

If any of the files are have permissions more permissive than ""644"", this is a finding.","Change the permissions of the conf files to ""644"" by executing the command:

chmod 644 /etc/kubernetes/admin.conf 
chmod 644 /etc/kubernetes/scheduler.conf
chmod 644 /etc/kubernetes/controller-manager.conf","The Kubernetes admin kubeconfig files contain the arguments and settings for the Control Plane services. These services are controller and scheduler. If these files can be changed, the scheduler will be implementing the changes immediately.","000366"
(CUI),"CAT 2","CNTR-K8-003280","V-242461","SRG-APP-000516-CTR-001335","SV-242461r961863_rule","Kubernetes API Server audit logs must be enabled.","Change to the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Run the command:
grep -i audit-policy-file * 

If the setting ""audit-policy-file"" is not set or is found in the Kubernetes API manifest file without valid content, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the argument ""--audit-policy-file"" to ""log file directory"".","Kubernetes API Server validates and configures pods and services for the API object. The REST operation provides frontend functionality to the cluster share state. Enabling audit logs provides a way to monitor and identify security risk events or misuse of information. Audit logs are necessary to provide evidence in the case the Kubernetes API Server is compromised requiring a Cyber Security Investigation.","000366"
(CUI),"CAT 2","CNTR-K8-003290","V-242462","SRG-APP-000516-CTR-001335","SV-242462r961863_rule","The Kubernetes API Server must be set to audit log max size.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i audit-log-maxsize * 

If the setting ""--audit-log-maxsize"" is not set in the Kubernetes API Server manifest file or it is set to less than ""100"", this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. 

Set the value of ""--audit-log-maxsize"" to a minimum of ""100"".","The Kubernetes API Server must be set for enough storage to retain log information over the period required. When audit logs are large in size, the monitoring service for events becomes degraded. The function of the maximum log file size is to set these limits.","000366"
(CUI),"CAT 2","CNTR-K8-003300","V-242463","SRG-APP-000516-CTR-001335","SV-242463r961863_rule","The Kubernetes API Server must be set to audit log maximum backup.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i audit-log-maxbackup * 

If the setting ""audit-log-maxbackup"" is not set in the Kubernetes API Server manifest file or it is set less than ""10"", this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the value of ""--audit-log-maxbackup"" to a minimum of ""10"".","The Kubernetes API Server must set enough storage to retain logs for monitoring suspicious activity and system misconfiguration, and provide evidence for Cyber Security Investigations.","000366"
(CUI),"CAT 2","CNTR-K8-003310","V-242464","SRG-APP-000516-CTR-001335","SV-242464r961863_rule","The Kubernetes API Server audit log retention must be set.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i audit-log-maxage * 

If the setting ""audit-log-maxage"" is not set in the Kubernetes API Server manifest file or it is set less than ""30"", this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the value of ""--audit-log-maxage"" to a minimum of ""30"".","The Kubernetes API Server must set enough storage to retain logs for monitoring suspicious activity and system misconfiguration, and provide evidence for Cyber Security Investigations.","000366"
(CUI),"CAT 2","CNTR-K8-003320","V-242465","SRG-APP-000516-CTR-001335","SV-242465r961863_rule","The Kubernetes API Server audit log path must be set.","Change to the /etc/kubernetes/manifests/ directory on the Kubernetes Control Plane. Run the command:
grep -i audit-log-path * 

If the setting audit-log-path is not set in the Kubernetes API Server manifest file or it is not set to a valid path, this is a finding.","Edit the Kubernetes API Server manifest file in the /etc/kubernetes/manifests directory on the Kubernetes Control Plane. Set the value of ""--audit-log-path"" to valid location.","Kubernetes API Server validates and configures pods and services for the API object. The REST operation provides frontend functionality to the cluster share state. Audit logs are necessary to provide evidence in the case the Kubernetes API Server is compromised requiring Cyber Security Investigation. To record events in the audit log the log path value must be set.","000366"
(CUI),"CAT 2","CNTR-K8-003330","V-242466","SRG-APP-000516-CTR-001335","SV-242466r961863_rule","The Kubernetes PKI CRT must have file permissions set to 644 or more restrictive.","Review the permissions of the Kubernetes PKI cert files by using the command:

sudo find /etc/kubernetes/pki/* -name ""*.crt"" | xargs stat -c '%n %a'

If any of the files have permissions more permissive than ""644"", this is a finding.","Change the ownership of the cert files to ""644"" by executing the command: 

find /etc/kubernetes/pki -name ""*.crt"" | xargs chmod 644","The Kubernetes PKI directory contains all certificates (.crt files) supporting secure network communications in the Kubernetes Control Plane. If these files can be modified, data traversing within the architecture components would become unsecure and compromised.","000366"
